Date,AAPL,AMZN,BA,BAC,GE,GOOGL,JNJ,JPM,KO,META,MSFT,NVDA,PEP,PFE,T,TSLA,UNH,VZ,WFC,WMT
2023-09-12,176.30,141.23,210.65,28.97,92.16,135.34,163.58,146.34,58.30,301.66,331.77,44.87,178.27,34.15,14.46,267.48,479.90,34.04,42.54,54.84
2023-09-13,174.21,144.85,208.40,28.88,91.04,136.71,163.99,146.41,58.44,305.06,336.06,45.48,179.68,34.08,14.62,271.30,479.84,33.86,42.25,54.85
2023-09-14,175.74,144.72,209.05,29.20,92.68,138.10,163.74,149.25,58.46,311.72,338.70,45.58,181.23,34.15,15.06,276.04,483.60,34.04,43.05,55.08
2023-09-15,175.01,140.39,208.11,28.84,92.55,137.40,161.45,148.81,57.94,300.31,330.22,43.90,179.84,34.07,15.23,274.39,486.70,33.79,42.95,54.88
2023-09-18,177.97,139.98,205.12,28.76,93.42,138.21,162.47,149.12,58.30,302.55,329.06,43.97,179.38,33.64,15.09,265.28,486.06,33.53,43.43,54.47
2023-09-19,179.07,137.63,204.48,28.65,93.13,138.04,162.20,148.93,58.18,305.07,328.65,43.52,178.32,33.99,15.21,266.50,480.66,33.40,43.22,54.46
2023-09-20,175.49,135.29,202.37,28.55,92.04,133.74,162.91,148.30,58.44,299.67,320.77,42.24,178.38,33.62,15.55,262.59,492.13,33.60,42.87,54.64
2023-09-21,173.93,129.33,199.95,28.05,90.55,130.44,161.66,147.14,57.54,295.73,319.53,41.02,175.38,32.85,15.31,255.70,501.14,33.29,42.32,53.97
2023-09-22,174.79,129.12,197.71,27.64,89.15,130.25,160.50,145.73,57.60,299.08,317.01,41.61,175.27,32.69,15.12,244.88,506.10,33.28,41.23,54.12
2023-09-25,176.08,131.27,198.78,27.60,89.53,131.11,160.26,146.45,57.00,300.83,317.54,42.22,174.33,32.98,15.06,246.99,510.28,33.16,41.56,54.36
2023-09-26,171.96,125.98,195.64,27.17,88.10,128.56,159.02,144.93,56.53,298.96,312.14,41.91,172.52,32.40,15.02,244.12,505.45,32.99,40.65,54.17
2023-09-27,170.43,125.98,195.46,27.27,88.86,130.54,157.11,145.78,55.95,297.74,312.79,42.47,169.57,32.10,14.87,240.50,503.73,32.40,40.86,53.91
2023-09-28,170.69,125.98,190.43,27.56,90.03,132.31,156.88,147.59,55.81,303.96,313.64,43.09,169.50,32.09,15.01,246.38,510.10,32.55,40.91,54.18
2023-09-29,171.21,127.12,191.68,27.38,88.59,130.86,155.75,145.02,55.98,300.21,315.75,43.50,169.44,33.17,15.02,250.22,504.19,32.41,40.86,53.31
2023-10-02,173.75,129.46,187.83,26.70,87.18,134.17,155.15,143.77,55.48,306.82,321.80,44.78,169.17,33.94,14.67,251.60,514.57,31.76,39.61,53.37
2023-10-03,172.40,124.72,188.92,25.91,86.36,132.43,155.34,142.71,54.88,300.94,313.39,43.52,167.70,33.90,14.78,246.53,509.47,31.98,38.67,53.03
2023-10-04,173.66,127.00,186.73,25.94,87.23,135.24,155.52,143.35,55.04,305.58,318.95,44.04,168.91,33.31,14.65,261.16,510.62,31.54,38.97,53.67
2023-10-05,174.91,125.96,186.29,26.06,87.13,135.07,157.14,142.90,52.38,304.79,319.36,44.69,160.10,33.47,14.83,260.05,516.23,31.82,39.30,53.03
2023-10-06,177.49,127.96,187.38,26.07,89.33,137.58,157.64,145.10,53.14,315.43,327.26,45.76,160.29,33.13,14.45,260.53,524.81,30.85,39.69,52.14
2023-10-09,178.99,128.26,188.49,26.31,88.36,138.42,158.54,144.77,52.88,318.36,329.82,45.27,161.36,33.20,14.73,259.67,526.51,31.45,39.70,51.95
2023-10-10,178.39,129.48,193.53,27.01,89.34,138.06,158.36,145.65,54.03,321.84,328.39,45.80,164.40,33.17,14.96,263.62,524.24,31.76,39.82,52.53
2023-10-11,179.80,131.83,196.07,27.02,90.76,140.55,156.18,146.15,53.71,327.82,332.42,46.81,162.62,33.11,14.77,262.99,524.13,31.46,39.69,52.74
2023-10-12,180.71,132.33,191.30,26.90,89.22,138.97,156.33,145.81,52.81,324.16,331.16,46.95,158.08,32.92,14.45,258.87,525.54,30.91,39.74,52.98
2023-10-13,178.85,129.79,184.91,26.76,87.65,137.36,156.85,148.00,52.89,314.69,327.73,45.46,160.00,32.11,14.36,251.12,539.40,30.67,40.96,53.28
2023-10-16,178.72,132.55,184.93,26.99,87.46,139.09,157.53,147.85,53.43,321.15,332.64,46.09,161.08,33.27,14.41,253.92,538.03,31.25,41.65,53.74
2023-10-17,177.15,131.47,185.60,27.62,88.17,139.72,156.09,147.53,54.07,324.00,332.06,43.94,160.37,32.75,14.58,254.85,536.65,31.51,41.98,53.81
2023-10-18,175.84,128.13,185.69,27.31,86.20,137.96,152.73,145.91,54.05,316.97,330.11,42.20,162.03,31.41,14.32,242.68,536.06,31.05,41.53,53.85
2023-10-19,175.46,128.40,182.79,26.96,85.71,137.75,152.32,145.29,54.35,312.81,331.32,42.10,160.56,31.19,15.26,220.11,531.63,31.58,41.18,53.59
2023-10-20,172.88,125.17,180.04,26.31,85.01,135.60,153.00,142.95,54.57,308.65,326.67,41.39,160.00,30.65,15.38,211.99,527.03,31.57,40.27,52.92
2023-10-23,173.00,126.56,181.03,25.57,85.50,136.50,151.39,141.00,54.08,314.01,329.32,42.98,160.08,30.84,14.95,212.08,521.57,31.39,39.48,53.67
2023-10-24,173.44,128.56,182.36,25.47,91.05,138.81,151.23,141.17,55.64,312.55,330.53,43.66,162.19,30.43,15.53,216.52,525.00,34.30,39.28,54.42
2023-10-25,171.10,121.39,177.73,25.55,89.11,125.61,151.57,140.40,56.12,299.53,340.67,41.78,162.35,30.73,15.19,212.42,530.21,33.69,39.03,54.25
2023-10-26,166.89,119.57,179.09,26.12,87.19,122.28,149.00,140.76,55.78,288.35,327.89,40.33,161.41,31.16,15.12,205.76,528.36,34.47,39.65,53.92
2023-10-27,168.22,127.74,179.69,25.17,85.23,122.17,145.60,135.69,55.24,296.73,329.81,40.50,159.62,30.11,14.82,207.30,524.66,33.44,38.76,53.72
2023-10-30,170.29,132.71,182.35,25.69,88.00,124.46,147.03,137.42,56.15,302.66,337.31,41.16,162.28,30.55,15.26,197.36,529.99,34.62,39.43,54.34
2023-10-31,170.77,133.09,186.82,26.34,87.05,124.08,148.34,139.06,56.49,301.27,338.11,40.78,163.28,30.56,15.40,200.84,535.56,35.13,39.77,54.47
2023-11-01,173.97,137.00,189.38,26.40,85.95,126.45,148.69,138.94,56.44,311.85,346.07,42.33,164.87,30.51,15.58,205.66,531.60,35.40,39.61,54.96
2023-11-02,177.57,138.07,192.01,27.62,86.37,127.49,150.24,141.42,57.09,310.87,348.32,43.51,166.83,30.50,15.73,218.51,536.13,35.90,40.51,55.17
2023-11-03,176.65,138.60,195.05,28.42,87.29,129.10,151.34,143.00,56.74,314.60,352.80,45.01,166.79,31.26,15.88,219.96,530.90,36.02,41.62,54.89
2023-11-06,179.23,139.74,192.95,28.33,89.58,130.25,151.70,144.08,56.97,315.80,356.53,45.75,166.70,31.18,15.75,219.27,533.46,35.64,41.34,54.96
2023-11-07,181.82,142.71,191.41,28.16,89.59,130.97,150.90,144.01,57.18,318.82,360.53,45.95,167.18,31.25,15.84,222.18,537.83,35.94,41.04,55.22
2023-11-08,182.89,142.08,191.83,27.89,91.24,131.84,150.35,144.72,57.09,319.78,363.20,46.57,167.39,30.82,15.65,222.11,536.73,35.77,40.98,54.77
2023-11-09,182.41,140.60,193.33,27.53,90.63,130.24,147.42,144.29,56.66,320.55,360.69,46.95,166.16,29.68,15.63,209.98,539.00,35.62,40.40,54.64
2023-11-10,186.40,143.56,196.65,27.68,92.38,132.59,147.25,146.43,56.72,328.77,369.67,48.34,166.92,29.48,15.64,214.65,541.21,35.71,40.89,55.40
2023-11-13,184.80,142.59,204.54,27.70,92.58,132.09,147.63,145.78,56.93,329.19,366.68,48.62,167.77,28.98,15.58,223.71,542.57,35.82,40.77,55.89
2023-11-14,187.44,145.80,207.47,29.22,93.96,133.62,147.66,148.44,57.10,336.31,370.27,49.66,168.11,29.26,15.63,237.41,540.46,35.88,42.08,55.88
2023-11-15,188.01,143.20,208.71,29.62,93.20,134.62,148.80,149.74,57.21,332.71,369.67,48.89,167.25,30.19,15.76,242.84,538.41,36.00,42.84,56.59
2023-11-16,189.71,142.83,206.60,29.54,95.32,136.93,150.10,151.45,57.15,334.19,376.17,49.48,167.71,29.77,15.88,233.59,539.82,36.18,42.53,52.01
2023-11-17,189.69,145.18,208.04,29.98,96.11,135.31,149.79,152.82,57.26,335.04,369.85,49.30,166.76,29.92,15.90,234.30,536.29,36.23,42.96,51.78
2023-11-20,191.45,146.13,217.71,30.01,96.22,136.25,149.91,153.29,57.40,339.97,377.44,50.41,166.52,29.98,16.10,235.60,535.10,36.73,42.79,51.77
2023-11-21,190.64,143.90,218.27,29.66,96.08,136.97,151.12,152.97,58.03,336.98,373.07,49.94,167.80,30.30,16.19,241.20,539.59,37.25,42.60,51.95
2023-11-22,191.31,146.71,219.91,29.63,95.84,138.49,150.82,153.33,58.42,341.49,377.85,48.72,169.22,30.32,16.17,234.21,543.76,37.35,42.78,51.56
2023-11-24,189.97,146.74,220.00,29.73,96.14,136.69,152.50,153.54,58.57,338.23,377.43,47.78,169.37,30.50,16.21,235.45,547.10,37.41,42.92,52.02
2023-11-27,189.79,147.73,219.30,29.56,96.14,136.41,151.28,153.19,58.46,334.70,378.61,48.24,168.32,30.14,16.21,236.08,543.59,37.35,43.02,52.26
2023-11-28,190.40,147.03,222.37,29.53,95.24,137.20,151.63,153.54,58.58,338.99,382.70,47.82,168.86,29.69,16.18,246.72,540.53,37.47,43.37,52.88
2023-11-29,189.37,146.32,224.43,30.31,95.25,134.99,152.11,154.32,58.23,332.20,378.85,48.14,167.16,30.08,16.30,244.14,534.98,37.76,43.78,52.03
2023-11-30,189.95,146.09,231.63,30.49,97.61,132.53,154.66,156.08,58.44,327.15,378.91,46.77,168.29,30.47,16.57,240.08,552.97,38.33,44.59,51.90
2023-12-01,191.24,147.03,233.87,30.96,98.17,131.86,158.38,156.84,58.64,324.82,374.51,46.77,168.69,28.91,16.76,238.83,547.16,38.58,45.02,51.45
2023-12-04,189.43,144.84,234.87,30.82,97.39,129.27,158.88,157.99,58.57,320.02,369.14,45.51,169.14,29.28,16.66,235.58,548.28,38.04,45.12,51.43
2023-12-05,193.42,146.88,234.16,30.58,96.35,130.99,158.55,157.97,58.66,318.29,372.52,46.57,167.94,29.09,17.22,238.72,550.26,38.42,44.49,51.91
2023-12-06,192.32,144.52,236.89,30.53,96.01,130.02,156.62,156.31,58.60,317.45,368.80,45.50,167.51,28.79,16.94,239.37,549.53,38.50,44.50,51.35
2023-12-07,194.27,146.88,237.33,30.66,95.75,136.93,155.40,156.79,58.74,326.59,370.95,46.60,167.46,28.63,17.09,242.64,548.27,38.65,45.40,50.82
2023-12-08,195.71,147.42,244.70,30.96,96.64,134.99,154.42,158.52,58.61,332.75,374.23,47.51,165.68,28.78,16.92,243.84,549.77,38.25,46.10,50.29
2023-12-11,193.18,145.89,248.08,30.85,96.39,133.29,155.06,159.10,59.04,325.28,371.30,46.63,167.82,28.64,16.62,239.74,543.68,37.67,46.00,50.41
2023-12-12,194.71,147.48,248.63,30.74,98.02,132.52,155.07,160.52,59.42,334.22,374.38,47.66,168.47,28.58,16.41,237.01,545.72,37.30,46.47,50.45
2023-12-13,197.96,148.84,250.91,32.04,97.11,132.57,155.79,161.06,59.93,334.74,374.37,48.09,172.01,26.66,16.45,239.29,549.01,36.99,47.76,51.35
2023-12-14,198.11,147.42,256.24,33.94,97.25,131.94,156.87,163.99,59.04,333.17,365.93,48.35,168.25,26.13,16.65,251.05,534.24,37.87,50.51,50.72
2023-12-15,197.57,149.97,264.27,33.60,98.75,132.60,155.16,165.23,58.60,334.92,370.73,48.89,167.00,26.63,16.52,253.50,531.12,37.37,50.31,50.91
2023-12-18,195.89,154.07,260.41,33.43,99.08,135.80,155.44,166.23,59.02,344.62,372.65,50.08,168.91,27.06,16.46,252.08,526.55,37.67,49.66,51.66
2023-12-19,196.94,153.79,263.51,33.51,100.93,136.65,156.46,168.45,58.83,350.36,373.26,49.60,167.95,28.16,16.61,257.22,524.04,37.57,50.09,51.84
2023-12-20,194.83,152.12,260.25,32.98,98.87,138.34,153.27,166.55,57.61,349.28,370.62,48.11,165.69,27.63,16.40,247.14,515.93,37.30,49.34,51.24
2023-12-21,194.68,153.84,262.02,33.20,101.75,140.42,154.84,167.50,57.99,354.09,373.54,48.99,166.97,28.31,16.49,254.50,519.88,37.43,49.45,51.60
2023-12-22,193.60,153.42,260.44,33.43,101.53,141.49,155.46,167.40,58.32,353.39,374.58,48.83,167.68,28.40,16.55,252.54,520.31,37.49,49.18,52.22
2023-12-26,193.05,153.41,262.79,33.86,102.15,141.52,156.14,168.39,58.56,354.83,374.66,49.28,168.86,28.41,16.57,256.61,520.03,37.48,49.64,52.14
2023-12-27,193.15,153.34,262.10,33.84,102.74,140.37,156.35,169.40,58.71,357.83,374.07,49.42,169.40,28.61,16.58,261.44,522.79,37.31,49.33,52.63
2023-12-28,193.58,153.38,260.35,33.88,102.83,140.23,156.58,170.30,58.75,358.32,375.28,49.52,169.39,28.79,16.74,253.18,524.90,37.49,49.48,52.52
2023-12-29,192.53,151.94,260.66,33.67,102.28,139.69,156.74,170.10,58.93,353.96,376.04,49.52,169.84,28.79,16.78,248.48,526.47,37.70,49.22,52.55
2024-01-02,185.64,149.93,251.76,33.90,100.93,138.17,159.97,172.08,59.82,346.29,370.87,48.17,172.91,29.73,17.25,248.42,539.34,38.88,49.33,53.10
2024-01-03,184.25,148.47,243.91,33.53,99.42,138.92,160.97,171.33,59.96,344.47,370.60,47.57,172.95,29.73,17.23,238.45,542.03,39.16,48.68,53.10
2024-01-04,181.91,144.57,244.94,33.80,99.90,136.39,160.63,171.41,59.76,347.12,367.94,48.00,171.47,29.09,17.15,237.93,545.42,39.37,49.28,52.59
2024-01-05,181.18,145.24,249.00,34.43,101.21,135.73,161.13,172.27,59.67,351.95,367.75,49.10,168.94,29.47,17.47,237.49,537.38,40.20,49.92,52.24
2024-01-08,185.56,149.10,229.00,34.16,102.80,138.84,161.53,172.02,60.11,358.66,374.69,52.25,169.11,29.58,17.32,240.45,536.52,40.10,49.92,52.75
2024-01-09,185.14,151.37,225.76,33.63,103.20,140.95,161.63,170.66,60.00,357.43,375.79,53.14,167.17,29.40,16.95,234.96,538.37,39.04,49.29,53.10
2024-01-10,186.19,153.73,227.84,33.60,103.94,142.28,161.87,171.02,60.20,370.47,382.77,54.35,166.92,28.99,16.87,233.94,537.64,39.08,49.08,53.76
2024-01-11,185.59,155.18,222.66,33.15,104.04,142.08,161.15,170.30,59.81,369.67,384.63,54.82,166.13,28.40,16.23,227.22,539.68,37.90,49.04,53.70
2024-01-12,185.92,154.62,217.70,32.80,104.01,142.65,162.39,169.05,60.39,374.49,388.47,54.71,167.27,28.70,16.48,218.89,521.51,38.56,47.40,53.77
2024-01-16,183.63,153.16,200.52,32.12,102.55,142.49,160.52,167.99,59.99,367.46,390.27,56.38,166.17,28.32,16.44,219.91,519.15,39.29,46.82,53.94
2024-01-17,182.68,151.71,203.06,31.80,101.68,141.47,160.43,167.09,59.99,368.37,389.47,56.05,166.44,28.15,16.41,215.55,524.94,38.87,46.67,53.69
2024-01-18,188.63,153.50,211.61,31.73,103.02,143.48,161.21,167.42,60.16,376.13,393.87,57.11,167.17,28.09,16.40,211.88,516.34,38.94,46.44,54.41
2024-01-19,191.56,155.34,215.02,32.22,104.03,146.38,161.68,170.31,59.83,383.45,398.67,59.49,165.78,28.28,16.67,212.19,503.56,39.33,48.12,54.13
2024-01-22,193.89,154.78,214.93,32.55,105.17,145.99,162.47,170.11,59.57,381.78,396.51,59.65,165.11,28.31,16.80,208.80,512.99,39.58,48.53,54.13
2024-01-23,195.18,156.02,211.50,32.77,104.14,147.04,159.81,168.99,59.85,385.20,398.90,59.87,167.64,28.43,17.19,209.14,515.52,42.23,49.12,54.27
2024-01-24,194.50,156.87,214.13,32.98,104.12,148.70,158.96,170.50,58.91,390.70,402.56,61.36,165.60,28.33,16.68,207.83,513.23,41.28,49.49,53.50
2024-01-25,194.17,157.75,201.88,33.39,104.12,151.87,159.56,172.94,59.16,393.18,404.87,61.62,166.56,27.47,17.18,182.63,493.40,42.29,49.88,54.28
2024-01-26,192.42,159.12,205.47,33.43,105.13,152.19,159.50,172.28,59.37,394.14,403.93,61.03,167.86,27.47,17.29,183.25,503.20,42.40,50.32,54.76
2024-01-29,191.73,161.26,205.19,33.61,105.06,153.51,159.36,172.73,59.73,401.02,409.72,62.47,168.15,27.48,17.25,190.93,504.54,42.05,50.35,55.01
2024-01-30,188.04,159.00,200.44,34.79,107.33,151.46,158.77,176.27,59.90,400.06,408.59,62.77,169.62,27.02,17.53,191.59,503.61,42.47,51.19,55.20
2024-01-31,184.40,155.20,211.04,34.01,106.12,140.10,158.90,174.36,59.49,390.14,397.58,61.53,168.53,27.08,17.69,187.29,511.74,42.35,50.18,55.08
2024-02-01,186.86,159.28,209.81,33.55,108.51,141.16,158.36,173.73,60.98,394.78,403.78,63.03,171.70,27.29,18.04,188.86,507.14,42.49,48.73,56.10
2024-02-02,185.85,171.81,209.38,33.47,109.42,142.38,156.61,174.73,60.54,474.99,411.22,66.16,170.97,26.93,17.83,187.91,510.23,42.13,49.16,56.52
2024-02-05,187.68,170.31,206.63,32.99,110.36,143.68,155.80,174.50,60.04,459.41,405.65,69.33,170.92,26.57,17.73,181.06,502.96,41.38,48.70,56.22
2024-02-06,189.30,169.15,208.58,33.04,110.25,144.10,158.06,175.10,59.94,454.72,405.49,68.22,171.42,27.50,17.61,185.10,510.67,41.10,48.29,56.60
2024-02-07,189.41,170.53,211.92,33.18,110.99,145.54,157.98,175.43,59.99,469.59,414.05,70.10,171.47,27.56,17.33,187.58,519.39,40.42,48.48,56.46
2024-02-08,188.32,169.84,209.22,33.12,111.43,145.91,156.40,174.80,59.83,470.00,414.11,69.64,173.85,27.57,16.82,189.56,520.09,39.91,48.35,56.46
2024-02-09,188.85,174.45,209.20,33.07,111.62,149.00,156.76,175.01,59.56,468.11,420.55,72.13,167.67,27.56,16.84,193.57,518.22,39.72,48.06,56.43
2024-02-12,187.15,172.34,209.33,33.62,112.33,147.53,157.85,175.79,59.70,468.90,415.26,72.25,170.61,27.66,17.02,188.13,517.64,40.10,48.92,56.77
2024-02-13,185.04,168.64,204.46,32.75,113.61,145.14,156.47,174.26,59.35,460.12,406.32,72.13,168.88,26.97,16.90,184.02,516.85,40.13,48.24,56.38
2024-02-14,184.15,170.98,203.38,33.13,117.40,145.94,155.74,176.03,59.29,473.28,409.49,73.90,167.52,27.11,16.91,188.71,516.94,40.15,48.53,56.20
2024-02-15,183.86,169.80,205.33,34.07,118.90,142.77,157.92,179.87,59.40,484.03,406.56,72.66,167.86,27.51,17.09,200.45,520.88,40.59,52.04,56.43
2024-02-16,182.31,169.51,203.89,34.09,119.53,140.52,156.55,179.03,59.39,473.32,404.06,72.61,166.32,27.62,16.97,199.95,521.55,40.49,51.91,56.79
2024-02-20,181.56,167.08,203.37,33.96,119.10,141.12,157.86,179.73,60.70,471.75,402.79,69.45,168.65,27.59,16.91,193.76,521.06,40.50,51.77,58.62
2024-02-21,182.32,168.59,201.57,33.70,119.46,142.55,158.68,180.90,61.24,468.03,402.18,67.47,168.83,27.67,17.00,194.77,521.97,41.10,52.66,57.90
2024-02-22,184.37,174.58,201.50,33.61,121.55,144.09,160.45,183.07,61.15,486.13,411.65,78.54,168.25,27.55,16.59,197.41,526.50,40.73,53.37,58.47
2024-02-23,182.52,174.99,200.83,33.92,122.88,143.96,161.84,183.99,61.20,484.03,410.34,78.82,169.60,27.76,16.80,191.97,527.24,40.66,53.86,58.52
2024-02-26,181.16,174.73,200.54,33.61,124.03,137.57,160.79,183.36,60.71,481.74,407.54,79.09,168.26,27.18,16.60,199.40,525.32,39.69,54.13,59.60
2024-02-27,182.63,173.54,201.40,34.28,123.40,138.88,160.98,183.45,60.34,487.05,407.48,78.70,168.16,26.89,16.83,199.73,513.42,39.93,54.81,59.59
2024-02-28,181.42,173.16,207.00,34.31,124.70,136.38,161.55,184.38,60.40,484.02,407.72,77.66,167.03,27.04,16.96,202.04,498.28,40.10,54.72,59.62
2024-02-29,180.75,176.76,203.72,34.52,125.73,138.46,161.38,186.06,60.02,490.13,413.64,79.11,165.34,26.56,16.93,201.88,493.60,40.02,55.59,58.61
2024-03-01,179.66,178.22,200.00,34.35,127.14,137.14,162.12,185.29,59.53,502.30,415.50,82.28,164.59,26.59,16.98,202.64,489.53,40.20,55.06,58.76
2024-03-04,175.10,177.58,200.54,35.15,129.03,133.35,159.84,186.68,59.81,498.19,414.92,85.24,165.37,25.89,16.80,188.14,481.87,40.31,55.81,59.30
2024-03-05,170.12,174.12,201.14,35.39,126.51,132.67,159.97,188.55,59.52,490.22,402.65,85.96,162.04,26.08,17.17,180.74,473.15,40.35,56.60,60.04
2024-03-06,169.12,173.51,201.00,35.42,127.82,131.40,159.34,189.53,59.55,496.09,402.09,88.70,163.00,27.19,17.18,176.54,472.60,39.93,57.11,60.57
2024-03-07,169.00,176.82,203.03,35.63,133.43,134.38,158.87,187.87,59.44,512.19,409.14,92.67,163.11,26.79,17.05,178.65,478.78,39.53,57.00,60.36
2024-03-08,170.73,175.35,198.49,35.60,134.60,135.41,159.52,188.22,59.52,505.95,406.22,87.53,163.05,27.22,17.20,175.34,476.57,39.51,57.07,60.12
2024-03-11,172.75,171.96,192.49,35.89,133.48,137.67,161.23,188.29,60.24,483.59,404.52,85.77,164.73,28.37,17.33,177.77,489.15,40.13,57.09,60.66
2024-03-12,173.23,175.39,184.24,35.96,134.20,138.50,162.74,189.84,60.50,499.75,415.28,91.91,164.54,28.01,17.20,177.54,489.35,40.13,57.61,61.41
2024-03-13,171.13,176.56,182.35,36.08,136.36,139.79,161.10,191.38,61.12,495.57,415.10,90.89,165.30,28.22,17.19,169.48,488.00,40.26,57.82,61.28
2024-03-14,173.00,178.75,181.15,35.69,133.63,143.10,159.21,187.97,60.50,491.83,425.22,87.94,164.78,28.13,17.01,162.50,489.00,39.77,57.37,61.02
2024-03-15,172.62,174.42,182.53,35.41,135.35,141.18,158.18,190.30,59.88,484.10,416.42,87.84,164.66,27.94,17.05,163.57,490.82,39.49,57.51,60.68
2024-03-18,173.72,174.48,179.84,36.01,136.16,147.68,156.76,192.66,60.13,496.98,417.32,88.45,171.26,27.72,17.30,173.80,487.05,39.93,57.77,60.86
2024-03-19,176.08,175.90,181.14,36.03,139.01,147.03,156.21,193.79,60.23,496.24,421.41,89.40,171.80,27.63,17.17,171.32,493.32,39.97,57.01,60.87
2024-03-20,178.67,178.15,187.78,36.75,139.38,148.74,155.76,196.33,60.75,505.52,425.23,90.37,171.86,27.70,17.21,175.66,494.23,40.12,57.30,61.25
2024-03-21,171.37,178.15,187.70,37.51,141.56,147.60,155.75,199.06,60.47,507.76,429.37,91.44,172.45,27.66,17.16,172.82,491.69,40.54,57.85,61.45
2024-03-22,172.28,178.87,188.85,37.05,140.36,150.77,155.23,196.62,60.49,509.58,428.74,94.29,172.02,27.36,16.98,170.83,490.07,40.37,57.13,60.87
2024-03-25,170.85,179.71,191.41,36.86,139.03,150.07,155.22,194.82,60.40,503.02,422.86,95.00,172.60,27.43,17.12,172.63,485.88,40.87,56.73,60.57
2024-03-26,169.71,178.30,187.50,37.09,139.08,150.67,155.77,195.73,60.54,495.89,421.65,92.56,172.73,27.59,17.18,177.67,492.31,40.85,56.68,60.51
2024-03-27,173.31,179.83,191.95,37.81,144.34,150.87,157.96,199.52,61.03,493.86,421.43,90.25,173.57,27.78,17.55,179.83,493.10,41.54,57.61,60.72
2024-03-28,171.48,180.38,192.99,37.92,140.67,150.93,158.19,200.30,61.18,485.58,420.72,90.36,175.01,27.75,17.60,175.79,494.70,41.96,57.96,60.17
2024-04-01,170.03,180.97,189.50,37.52,140.53,155.49,157.78,198.94,60.68,491.35,424.57,90.36,172.98,27.72,17.50,175.22,489.70,42.28,57.61,60.00
2024-04-02,168.84,180.69,188.04,37.30,136.47,154.56,157.73,198.86,60.15,497.37,421.44,89.45,171.44,27.55,17.52,166.63,458.14,42.54,57.35,59.16
2024-04-03,169.65,182.41,184.92,37.44,145.62,154.92,154.26,198.30,59.83,506.74,420.45,88.96,169.68,27.22,17.61,168.38,459.74,42.84,57.13,59.43
2024-04-04,168.82,180.00,183.29,36.92,147.39,150.53,152.50,195.65,59.30,510.92,417.88,85.91,169.65,26.65,17.57,171.11,455.38,42.45,56.68,59.50
2024-04-05,169.58,185.07,183.14,37.11,156.30,152.50,152.39,197.45,59.51,527.34,425.52,88.01,169.14,26.66,17.42,164.90,455.74,42.12,57.40,59.85
2024-04-08,168.45,185.19,181.56,37.50,156.52,154.85,151.59,198.48,59.27,519.25,424.59,87.13,169.58,26.58,17.25,172.98,456.00,41.73,57.79,59.78
2024-04-09,169.67,185.67,178.12,37.73,154.49,156.60,152.29,197.15,59.72,516.90,426.28,85.35,170.61,26.78,16.90,176.88,459.72,40.84,57.58,59.79
2024-04-10,167.78,185.95,174.63,36.65,156.61,156.14,150.20,195.47,58.92,519.83,423.26,87.04,168.95,26.32,16.73,171.76,450.05,40.52,56.94,60.62
2024-04-11,175.04,189.05,173.36,36.35,157.68,159.41,148.79,195.43,59.05,523.16,427.93,90.62,168.36,26.34,16.42,174.60,441.72,40.16,56.69,60.09
2024-04-12,176.55,186.13,169.55,35.79,154.63,157.73,147.52,182.79,58.28,511.90,421.90,88.19,168.10,25.86,16.31,171.05,439.20,39.72,56.47,60.14
2024-04-15,172.69,183.62,167.82,35.95,153.70,154.86,147.59,182.89,58.14,500.23,413.64,86.00,166.95,25.91,16.24,161.48,445.63,40.11,56.97,59.93
2024-04-16,169.38,183.32,170.55,34.68,156.76,154.40,144.45,180.80,58.06,499.76,414.58,87.42,167.50,25.69,16.09,157.11,468.89,39.77,56.41,59.84
2024-04-17,168.00,181.28,170.21,35.23,155.67,155.47,144.77,180.08,58.51,494.17,411.84,84.03,169.48,25.42,16.12,155.45,478.99,39.78,57.18,59.65
2024-04-18,167.04,179.22,170.23,35.77,152.94,156.01,145.74,181.25,58.91,501.80,404.27,84.67,172.27,25.39,16.33,149.93,493.18,40.13,58.74,59.26
2024-04-19,165.00,174.63,169.82,36.97,148.06,154.09,147.91,185.80,60.17,481.07,399.12,76.20,174.13,26.00,16.51,147.05,501.13,40.49,60.35,59.53
2024-04-22,165.84,177.23,170.48,37.73,150.19,156.28,149.12,189.41,60.55,481.73,400.96,79.52,176.46,26.26,16.31,142.05,491.23,38.60,61.10,60.14
2024-04-23,166.90,179.54,169.18,38.37,162.62,158.26,149.56,192.14,60.64,496.10,407.57,82.42,171.22,26.32,16.50,144.68,486.18,39.70,60.94,59.09
2024-04-24,169.02,176.59,164.33,38.32,159.19,159.13,148.53,193.08,61.55,493.50,409.06,79.68,177.41,26.27,16.81,162.13,487.30,39.49,60.60,59.87
2024-04-25,169.89,173.67,166.81,37.91,161.26,156.00,146.82,193.37,61.74,441.38,399.04,82.63,176.68,25.26,16.58,170.18,493.86,39.22,59.93,60.21
2024-04-26,169.30,179.62,167.22,37.83,162.35,171.95,146.14,193.49,61.74,443.29,406.32,87.73,175.58,25.40,16.75,168.29,495.35,39.68,59.91,60.16
2024-04-29,173.50,180.96,173.49,37.55,164.49,166.15,146.82,193.28,62.04,432.62,402.25,87.76,176.14,25.64,17.02,194.05,489.03,40.09,59.80,60.24
